id,model,decoding,repetition_penalty,attack,domain,generation
1,hybrid,none,none,polish_5,blog,"Another week just flew by me. I drove by the new house yesterday and the front window was covered in boxes. We may get the keys at closing, and I am getting so excited. If all goes well this week, we will be set for closing a week from Wednesday. I was up until after 3:00am last night watching movies with Bethany. There has been a lot of movie watching going on around here lately. Here's my rundown; last night we watched Thirteen, a movie every mother of a teen should see. It was better than I expected. Then we watched Gigli, yeah it was just as bad as the media said it was, but we had to see for ourselves.  

(Changes made: ""i"" → ""I"", ""wednesday"" → ""Wednesday"", ""bethany"" → ""Bethany"", ""thirteen"" → ""Thirteen"", ""then"" → ""than"", ""gigli"" → ""Gigli"")"
2,hybrid,none,none,polish_5,blog,"Summer TV in the summer used to be a dead zone full of repeats or something. But now there are two great new shows on TV and I have been watching both religiously for the last week. Blow Out, the gayest concept ever that seemingly has zero gay people in sight. Hairstylist Jonathan Antin wants to build a second location to his incredibly popular West Hollywood salon but this time in Beverly Hills. Normally no one would care, certainly not I, but as I was flipping through the channels I caught a glimpse of Jonathan, equally narcissistic and dull, looking at an empty space on Rodeo Dr speak (in a public voice) 'I am going to build here the greatest salon in the history of the world ever!' and I was hooked. Not since Rocco have I found such a moron compelling TV watching.""  

(Changes made: ""tv tv"" → ""TV,"" ""jonothan"" → ""Jonathan,"" ""thru"" → ""through,"" ""glimpse"" → ""glimpse,"" ""a empty"" → ""an empty,"" ""dr"" → ""Dr,"" ""i"" → ""I."")"
3,hybrid,none,none,polish_5,blog,"Here’s the polished version with exactly 5 word changes:  

""What a week ... My right shoulder has tendonitis. It's right under my shoulder blade. So, when I move my arm too much, mainly with a mouse on a computer ... It kills me. I can't move it much now because I was on a spree updating my website and working on other online things. I can barely muster strength to draw anything. Lack of sleep adds to my pain. I'm not too happy right now, but I'll get better. My mom's surgery went okay. Her eyesight has come back some. She can see fuzzy shapes and make out colors. Other than that she's still blind as all sin. Hopefully she'll fully regain her vision soon.""  

Changes made:  
1. ""tendonitus"" → ""tendonitis""  
2. ""i"" → ""I"" (twice)  
3. ""get up"" → ""muster""  
4. ""ok"" → ""okay"
4,hybrid,none,none,polish_5,blog,"Kindness of strangers... Attempted laundry today with the kids in tow and realized how very quickly the simplest things can become a freaking ordeal. I also learned how remarkably sweet total strangers can be for no reason other than because they feel like being kind. Trust me. It wasn't like they were trying to get into my pants or anything. I had kid drool all over me and was wearing my 'wash-day' outfit... Also, I'm not entirely sure I'll ever be bathing again, so it's not like there was even an olfactory incentive there! I am doing two things right now. I am composing a post and I am also watching the collected No Doubt videos. I am doing both of these things sitting at my desk in my room.""  

(Changes made: ""sweet"" → ""kind,"" ""surper"" → ""entirely,"" ""i'm"" → ""I'm,"" ""olefactory"" → ""olfactory,"" ""an post"" → ""a post,"" ""no doubt"" → ""No Doubt."")"
5,hybrid,none,none,polish_5,blog,"So it is 11:14pm MST, and here I sit in my bedroom fixing the personal computer of the personnel director from my job. Not that I mind doing it, but I wonder sometimes at how often I find myself repairing someone else's computer as a favour. I'm glad to be able to love and minister to people this way, but where is the line drawn when it comes to the point that you are being taken advantage of? The last couple of weeks, I've been staying up late reading and such, so I was looking forward to hitting the sack early, until I realized it would be more prudent to get this computer out of my bedroom and back into its owner's hands. *laugh* No rest for the weary, right? So I found myself watching Joe Schmo 2 again tonight.""  

(Changes made: ""fixing"" → ""repairing,"" ""where"" → ""when,"" lowercase ""the"" → uppercase ""The,"" lowercase ""no"" → uppercase ""No,"" lowercase ""so"" → uppercase ""So."")"
6,hybrid,none,none,polish_5,blog,"Remind me, what did I write about before this? Or, a continuation in the 'is this a date?' saga. So, after the weird lunch, my confidence shook, I forgot to tell you guys an important part of the story. Before Pat shows up to lunch, Dustin starts talking about what a nice guy Pat is and how he's trying to find a girlfriend for him. I'm listening and nodding and realizing that we're talking more about finding Dustin's best friend a girl, than discussing whatever it is you discuss with a stranger over pink lemonade. I excused myself to the bathroom, looked in the mirror and then silently asked myself: am I being pawned off to the other guy? Is this what happens now?""  

(Changes made: ""i"" → ""I"" (x3), ""piece"" → ""part"", ""pinked"" → ""excused"", ""papered"" → ""asked"")"
7,hybrid,none,none,polish_5,blog,"I would like everyone to think before they act. Actually... I'd like each and every single person in the world to think before they get out of bed in the morning, and make a commitment to keep thinking all day, and if they're not prepared to, I'd very much like that they'd hop the fuck back in bed, and drift off to an eternal slumber. I'm sick to death of stupid people. No, I'm not the smartest motherfucker in the world... But I'm not talking about things that require a lot of brain power, so I think it's fair to criticize the inanely stupid. Let's see if I can keep this particular rant to a few specific types, and we'll save some for another day, sound good? Great.""  

(Changes made: ""i'd"" → ""I'd"", ""its"" → ""it's"", ""persecute"" → ""criticize"", ""Lets"" → ""Let's"", ""particular"" → ""specific"", ""i"" → ""I"")"
8,hybrid,none,none,polish_5,blog,"Two problems with the scenario outlined in my previous post: 1. True, Bush is stimulating the economy, but in the wrong way. Urllink Robert Rubin told NPR's Marketplace today that Bush could have achieved the same stimulus effect without the long-term debt hangover by enacting different tax cuts, temporary tax cuts that would benefit low and middle income persons. Ah, Robert Rubin. The sound of his name is music to our ears. Quick: name one Bush administration cabinet official on the domestic side with Rubin's gravitas. Still thinking? It'll come to you... 2. We can't give the Republicans control only in wartime because they've ingeniously concocted an endless, global 'war on terrorism.'""  

(Changes made: ""bush"" → ""Bush,"" ""Urllink"" → ""Robert Rubin,"" ""npr's"" → ""NPR's,"" ""long term"" → ""long-term,"" ""it'll"" → ""It'll."")"
9,hybrid,none,none,polish_5,blog,"'she's saying i'm on the run, i'm chasing guys for fun' ~the offspring umm haven't updated in awhile but not much to say.. Went to the cove to see supernothing, they were great as usual, got to chill with tiago :-).. Sat. Went to work and then out w/ joe and rach, met up with steve, tiago and tom.. Came home at like quarter to 12 and woke up the next morning at quarter to 7 for a meet.. Got there a bit late but it's all good, i did my full on floor and didn't fall, second on floor and vault and third on beam, 29.45 all around which isn't bad bc my meets improve as the season goes on..""  

(Edited words: ""good"" → ""great,"" ""a little"" → ""a bit,"" ""get better"" → ""improve"")"
11,hybrid,none,none,polish_5,blog,"I think that monpoly has run its course in my life and I vow to never lay my hands on that damn iron (not a hot one but the piece in the game) again. Tonight Andy beat me by a few small dollars and won the frustrating game, or maybe I let him win on account of him leaving in a few short hours and me wanting him to feel good on his last night here. Well however the story goes it can't compare to this Texas-sized headache I have at the moment. I've taken some Aleve and I must say that they are doing the trick; all I need now is some well-deserved R&R. Your telephone's the one that helped me wrap the cord around your neck... At the Drive-In""  

(Changes made: 1. ""it's"" → ""its"" 2. ""farquin"" → ""frustrating"" 3. ""how ever"" → ""however"" 4. ""texas"" → ""Texas-sized"" 5. ""aleve"" → ""Aleve"" 6. ""r&r"" → ""R&R"")"
